drugbank_id	name	type	groups	categories
DB01395	Drospirenone	small molecule	approved	Adrenal Cortex Hormones|Agents causing hyperkalemia|Androstanes|Cardiovascular Agents|Cholinesterase substrates|Combination Contraceptives (with Estrogen and derivatives)|Contraceptive Agents, Female|Contraceptives, Oral|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inducers|Diuretics|Genito Urinary System and Sex Hormones|Hormonal Contraceptives for Systemic Use|Hormone Antagonists|Hormones, Hormone Substitutes, and Hormone Antagonists|Hyperglycemia-Associated Agents|Mineralocorticoid Receptor Antagonists|Natriuretic Agents|Progesterone Congeners|Progestin Contraceptives|Progestins|Sex Hormones and Modulators of the Genital System|Steroids
DB01396	Digitoxin	small molecule	approved|investigational	Antiarrhythmic agents|Carbohydrates|Cardanolides|Cardenolides|Cardiac Glycosides|Cardiac Therapy|Cardiotonic Agents|Cardiovascular Agents|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Digitalis Glycosides|Enzyme Inhibitors|Glycosides|Narrow Therapeutic Index Drugs|P-glycoprotein/ABCB1 Substrates|Potential QTc-Prolonging Agents|Protective Agents|QTc Prolonging Agents|Steroids
DB01397	Magnesium salicylate	small molecule	approved	Acids, Carbocyclic|Agents causing hyperkalemia|Agents that produce hypertension|Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)|Benzene Derivatives|Benzoates|Central Nervous System Agents|Cyclooxygenase Inhibitors|Enzyme Inhibitors|Hydroxy Acids|Hydroxybenzoates|Magnesium Compounds|Magnesium Salts|Nephrotoxic agents|Peripheral Nervous System Agents|Phenols|Sensory System Agents
DB01399	Salsalate	small molecule	approved	Acids, Carbocyclic|Agents causing hyperkalemia|Agents that produce hypertension|Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)|Benzene Derivatives|Benzoates|Central Nervous System Agents|Hydroxy Acids|Hydroxybenzoates|Nephrotoxic agents|Nervous System|Peripheral Nervous System Agents|Phenols|Salicylic Acid and Derivatives|Sensory System Agents
DB01400	Neostigmine	small molecule	approved|vet_approved	Amines|Ammonium Compounds|Antiglaucoma Preparations and Miotics|Autonomic Agents|Cholinergic Agents|Cholinesterase Inhibitors|Enzyme Inhibitors|Nervous System|Neurotransmitter Agents|Nitrogen Compounds|Onium Compounds|Ophthalmologicals|P-glycoprotein/ABCB1 Substrates|Parasympathomemetic (Cholinergic) Agents|Parasympathomimetics|Peripheral Nervous System Agents|Phenylammonium Compounds|Quaternary Ammonium Compounds|Sensory Organs
DB01401	Choline magnesium trisalicylate	small molecule	approved	Acids, Carbocyclic|Agents causing hyperkalemia|Agents that produce hypertension|Alcohols|Amines|Amino Alcohols|Ammonium Compounds|Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)|Benzene Derivatives|Benzoates|Central Nervous System Agents|Ethanolamines|Hydroxy Acids|Hydroxybenzoates|Nephrotoxic agents|Nitrogen Compounds|Onium Compounds|Peripheral Nervous System Agents|Phenols|Quaternary Ammonium Compounds|Sensory System Agents|Trimethyl Ammonium Compounds
DB01403	Methotrimeprazine	small molecule	approved|investigational	Adrenergic alpha-1 Receptor Antagonists|Adrenergic alpha-Antagonists|Adrenergic Antagonists|Agents producing tachycardia|Agents that produce hypertension|Analgesics|Analgesics, Non-Narcotic|Anticholinergic Agents|Antipsychotic Agents|Antipsychotic Agents (First Generation [Typical])|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (strong)|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP2E1 Inhibitors|Cytochrome P-450 Enzyme Inhibitors|Dopamine Agents|Dopamine Antagonists|Dopamine D2 Receptor Antagonists|Histamine Antagonists|Histamine H1 Antagonists|Hyperglycemia-Associated Agents|Muscarinic Antagonists|Nervous System|Neurotoxic agents|Neurotransmitter Agents|Peripheral Nervous System Agents|Phenothiazines|Phenothiazines With Aliphatic Side-Chain|Potential QTc-Prolonging Agents|Psycholeptics|Psychotropic Drugs|QTc Prolonging Agents|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 5-HT2 Receptor Antagonists|Serotonin Agents|Serotonin Receptor Antagonists|Sulfur Compounds|Tranquilizing Agents
DB01404	Ginseng	small molecule	approved|investigational|nutraceutical	Herbs and Natural Products
DB01405	Temafloxacin	small molecule	withdrawn	Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Cytochrome P-450 CYP1A2 Substrates|Enzyme Inhibitors|Fluoroquinolones|Highest Risk QTc-Prolonging Agents|QTc Prolonging Agents|Quinolines|Quinolones|Topoisomerase II Inhibitors|Topoisomerase Inhibitors
DB01406	Danazol	small molecule	approved	Androgens|Antigonadotropins and Similar Agents|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (moderate)|Cytochrome P-450 Enzyme Inhibitors|Estrogen Antagonists|Genito Urinary System and Sex Hormones|Hormone Antagonists|Hormones, Hormone Substitutes, and Hormone Antagonists|Hyperglycemia-Associated Agents|Pregnadienes|Pregnanes|Sex Hormones and Modulators of the Genital System|Steroids
DB01407	Clenbuterol	small molecule	approved|investigational|vet_approved	Adrenergic Agents|Adrenergic Agonists|Adrenergic beta-2 Receptor Agonists|Adrenergic beta-Agonists|Adrenergics for Systemic Use|Adrenergics, Inhalants|Agents producing tachycardia|Agents that produce hypertension|Agents to Treat Airway Disease|Alcohols|Amines|Amino Alcohols|Anti-Asthmatic Agents|Autonomic Agents|Bronchodilator Agents|Drugs for Obstructive Airway Diseases|Ethanolamines|Neurotransmitter Agents|Peripheral Nervous System Agents|Respiratory System Agents|Selective Beta 2-adrenergic Agonists|Sympathomimetics
DB01408	Bambuterol	small molecule	investigational	Adrenergic Agonists|Adrenergic beta-2 Receptor Agonists|Adrenergic beta-Agonists|Adrenergics for Systemic Use|Agents producing tachycardia|Agents that produce hypertension|Agents to Treat Airway Disease|Alcohols|Amines|Amino Alcohols|Anti-Asthmatic Agents|Autonomic Agents|Bronchodilator Agents|Cholinesterase Inhibitors|Cholinesterase substrates|Delayed-Action Preparations|Drugs for Obstructive Airway Diseases|Ethanolamines|Peripheral Nervous System Agents|Prodrugs|Respiratory System Agents|Selective Beta 2-adrenergic Agonists
DB01409	Tiotropium	small molecule	approved	Adrenergics, Inhalants|Agents producing tachycardia|Agents to Treat Airway Disease|Alkaloids|Anti-Asthmatic Agents|Anticholinergic Agents|Antimuscarinics Antispasmodics|Autonomic Agents|Aza Compounds|Azabicyclo Compounds|Bronchodilator Agents|Cholinergic Agents|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Drugs for Obstructive Airway Diseases|Muscarinic Antagonists|Neurotransmitter Agents|Parasympatholytics|Peripheral Nervous System Agents|Respiratory System Agents|Scopolamine Derivatives|Tropanes
DB01410	Ciclesonide	small molecule	approved|investigational	Adrenal Cortex Hormones|Adrenals|Agents to Treat Airway Disease|Anti-Allergic Agents|Corticosteroids|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Drugs for Obstructive Airway Diseases|Glucocorticoids|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hyperglycemia-Associated Agents|Immunosuppressive Agents|Nasal Preparations|Pregnanes|Pregnenes|Steroids
DB01411	Pranlukast	small molecule	investigational	Agents to Treat Airway Disease|Anti-Asthmatic Agents|Benzopyrans|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Drugs for Obstructive Airway Diseases|Hormone Antagonists|Hormones, Hormone Substitutes, and Hormone Antagonists|Leukotriene Antagonists|Pyrans|Respiratory System Agents
DB01412	Theobromine	small molecule	investigational	Alkaloids|Anti-Asthmatic Agents|Autonomic Agents|Bronchodilator Agents|Cardiovascular Agents|Cytochrome P-450 CYP1A2 Substrates|Diuretics|Drugs for Obstructive Airway Diseases|Low-Ceiling Diuretics, Excl. Thiazides|Peripheral Nervous System Agents|Purines|Purinones|Respiratory System Agents|Vasodilating Agents|Xanthine derivatives
DB01413	Cefepime	small molecule	approved|investigational	Amides|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Aza Compounds|Azabicyclo Compounds|beta-Lactams|Cephalosporins|Fourth-Generation Cephalosporins|Lactams|Nephrotoxic agents|Sulfur Compounds|Thiazines
DB01414	Cefacetrile	small molecule	experimental	Amides|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Aza Compounds|Azabicyclo Compounds|beta-Lactams|Cephalosporins|First-Generation Cephalosporins|Lactams|Nephrotoxic agents|OAT3/SLC22A8 Inhibitors|OAT3/SLC22A8 Substrates|Sulfur Compounds|Thiazines
DB01415	Ceftibuten	small molecule	approved|investigational	Amides|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Aza Compounds|Azabicyclo Compounds|beta-Lactams|Cephalosporins|Lactams|Nephrotoxic agents|OAT3/SLC22A8 Inhibitors|OAT3/SLC22A8 Substrates|Sulfur Compounds|Thiazines|Third-Generation Cephalosporins
DB01416	Cefpodoxime	small molecule	approved|vet_approved	Amides|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Aza Compounds|Azabicyclo Compounds|beta-Lactams|Cefotaxime|Cephacetrile|Cephalosporins|Lactams|Nephrotoxic agents|Prodrugs|Sulfur Compounds|Thiazines|Third-Generation Cephalosporins
DB01418	Acenocoumarol	small molecule	approved|investigational	4-Hydroxycoumarins|Anticoagulants|Benzopyrans|Blood and Blood Forming Organs|Coumarins|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Hematologic Agents|Narrow Therapeutic Index Drugs|Pyrans|Vitamin K Antagonists
DB01419	Antrafenine	small molecule	approved	Agents causing hyperkalemia|Agents that produce hypertension|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)|Nephrotoxic agents
DB01420	Testosterone propionate	small molecule	approved|investigational|vet_approved|withdrawn	Androgens|Androstanes|Androstenes|Androstenols|COMT Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|P-glycoprotein/ABCB1 Substrates|Steroids|Testosterone Congeners|UGT1A1 Inducers
DB01421	Paromomycin	small molecule	approved|investigational	Agents that produce neuromuscular block (indirect)|Alimentary Tract and Metabolism|Amebicides|Aminoglycoside Antibacterials|Anti-Bacterial Agents|Anti-Infective Agents|Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents|Antiparasitic Agents|Antiprotozoals|Carbohydrates|Glycosides|Intestinal Antiinfectives|Narrow Therapeutic Index Drugs|Neomycin|Nephrotoxic agents
DB01422	Nitroxoline	small molecule	experimental	Anti-Infective Agents|Anti-Infective Agents, Urinary|Antibacterials for Systemic Use|Antifungal Agents|Antiinfectives for Systemic Use|Nitro Compounds|Quinolines|Renal Agents
DB01423	Stepronin	small molecule	experimental	Amino Acids|Amino Acids, Peptides, and Proteins|Anti-Infective Agents|Cough and Cold Preparations|Expectorants|Immunologic Factors|Immunosuppressive Agents|Respiratory System Agents
DB01424	Aminophenazone	small molecule	approved|withdrawn	Agents causing hyperkalemia|Agents that produce hypertension|Analgesics|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Nephrotoxic agents|Nervous System|Pyrazoles|Pyrazolones
DB01425	Alizapride	small molecule	investigational	Alimentary Tract and Metabolism|Antiemetics|Autonomic Agents|Central Nervous System Agents|Dopamine Antagonists|Dopamine D2 Receptor Antagonists|Drugs for Functional Gastrointestinal Disorders|Gastrointestinal Agents|Peripheral Nervous System Agents|Propulsives
DB01426	Ajmaline	small molecule	approved|experimental	Alkaloids|Antiarrhythmic agents|Antiarrhythmics, Class I|Antiarrhythmics, Class Ia|Antiarrhythmics, Class Ic|Cardiac Therapy|Cardiovascular Agents|Indole Alkaloids|Indoles|Membrane Transport Modulators|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Secologanin Tryptamine Alkaloids|Sodium Channel Blockers|Voltage-Gated Sodium Channel Blockers
DB01427	Amrinone	small molecule	approved	Amines|Aminopyridines|Cardiac Stimulants Excl. Cardiac Glycosides|Cardiac Therapy|Cardiotonic Agents|Cardiovascular Agents|Enzyme Inhibitors|Membrane Transport Modulators|Phosphodiesterase 3 Inhibitors|Phosphodiesterase Inhibitors|Protective Agents|Pyridines|Vasodilating Agents
DB01428	Oxybenzone	small molecule	approved|investigational	Benzene Derivatives|Benzhydryl Compounds|Cosmetics|Dermatologicals|Household Products|Ketones|Protective Agents|Radiation-Protective Agents|Sunscreening Agents
DB01429	Aprindine	small molecule	experimental	Antiarrhythmic agents|Antiarrhythmics, Class I|Antiarrhythmics, Class Ib|Cardiac Therapy|Cardiovascular Agents|Cytochrome P-450 CYP2D6 Substrates|Indans|Indenes|Membrane Transport Modulators|Sodium Channel Blockers|Voltage-Gated Sodium Channel Blockers
DB01430	Almitrine	small molecule	approved	Piperazines|Respiratory System Agents|Triazines
DB01431	Allylestrenol	small molecule	experimental	Adrenal Cortex Hormones|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Estranes|Estren Derivatives|Estrenes|Genito Urinary System and Sex Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Progestins|Sex Hormones and Modulators of the Genital System|Steroids
DB01432	Cholestyramine	small molecule	approved|investigational	Anion Exchange Resins|Anticholesteremic Agents|Benzene Derivatives|Benzylidene Compounds|Bile Acid Sequestrants|Bile-acid Binding Activity|Biomedical and Dental Materials|Hypolipidemic Agents|Ion Exchange Resins|Laboratory Chemicals|Lipid Modifying Agents|Lipid Modifying Agents, Plain|Lipid Regulating Agents|Macromolecular Substances|Noxae|Plastics|Polymers|Polystyrenes|Styrene|Styrenes|Toxic Actions
DB01433	Methadyl acetate	small molecule	experimental|illicit	Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Ketones|Narcotics|Opioids|Peripheral Nervous System Agents|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01434	19-norandrostenedione	small molecule	experimental|illicit	17-Ketosteroids|Adrenal Cortex Hormones|Androstanes|Androstenes|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Ketosteroids|Steroids|Testosterone Congeners
DB01435	Antipyrine	small molecule	approved|investigational	Agents causing hyperkalemia|Agents that produce hypertension|Analgesics|Analgesics and Anesthetics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)|Central Nervous System Agents|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2A6 Substrates|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Methemoglobinemia Associated Agents|Nephrotoxic agents|Nervous System|Otologicals|Peripheral Nervous System Agents|Pyrazoles|Pyrazolones|Sensory Organs|Sensory System Agents
DB01436	Alfacalcidol	small molecule	approved|nutraceutical	Alimentary Tract and Metabolism|Bone Density Conservation Agents|Cholestanes|Cholestenes|Drugs Affecting Bone Structure and Mineralization|Drugs for Treatment of Bone Diseases|Lipids|Membrane Lipids|Musculo-Skeletal System|Secosteroids|Steroids|Sterols|Vitamin D and Analogues|Vitamins|Vitamins (Fat Soluble)
DB01437	Glutethimide	small molecule	approved|illicit	Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Inducers|Cytochrome P-450 Enzyme Inducers|Hypnotics and Sedatives|Nervous System|Piperidinedione Derivatives|Piperidines|Piperidones|Psycholeptics
DB01438	Phenazopyridine	small molecule	approved	Amines|Aminopyridines|Antipruritics and Local Anesthetics|Genito Urinary System and Sex Hormones|Methemoglobinemia Associated Agents|Pyridines|Urologicals
DB01439	3-Methylthiofentanyl	small molecule	experimental|illicit	
DB01440	gamma-Hydroxybutyric acid	small molecule	approved|illicit|investigational	Acids, Acyclic|Adjuvants, Anesthesia|Anesthetics|Anesthetics, General|Anesthetics, Intravenous|Butyrates|Central Nervous System Agents|Central Nervous System Depressants|Central Nervous System Depression|Decreased Central Nervous System Organized Electrical Activity|Fatty Acids|Fatty Acids, Volatile|Hydroxy Acids|Hydroxybutyrates|Lipids
DB01441	5-Methoxy-N,N-diisopropyltryptamine	small molecule	experimental|illicit	Alkaloids|Amines|Autacoids|Biogenic Amines|Biogenic Monoamines|Biological Factors|Indoles|Inflammation Mediators|Morphinans|Morphine Derivatives|Opiate Alkaloids|Phenanthrenes|Tryptamines
DB01442	MMDA	small molecule	experimental|illicit	Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Central Nervous System Depressants|Ethylamines|Phenethylamines|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 5-HT2 Receptor Agonists|Serotonin Agents|Serotonin Receptor Agonists|Sympathomimetics
DB01443	19-Nor-5-androstenedione	small molecule	experimental|illicit	
DB01444	Dimethylthiambutene	small molecule	experimental|illicit	
DB01445	Bufotenine	small molecule	experimental|illicit	Amines|Amphibian Venoms|Autacoids|Biogenic Amines|Biogenic Monoamines|Biological Factors|Bodily Secretions|Central Nervous System Agents|Central Nervous System Depressants|Complex Mixtures|Fluids and Secretions|Hallucinogens|Indoles|Inflammation Mediators|N,N-Dimethyltryptamine|Neurotransmitter Agents|Psychotropic Drugs|Toxins, Biological|Tryptamines|Venoms
DB01446	Alpha-methyltryptamine	small molecule	experimental|illicit	Amines|Biogenic Amines|Biogenic Monoamines|Indoles|Stimulants
DB01447	4-Methylaminorex	small molecule	experimental|illicit	Street Drugs
DB01448	19-Nor-4-androstenedione	small molecule	experimental|illicit	
DB01450	Dihydroetorphine	small molecule	experimental|illicit	Alkaloids|Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Morphinans|Narcotics|Opiate Alkaloids|Opioids|Peripheral Nervous System Agents|Phenanthrenes|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01451	1-Androstenedione	small molecule	experimental|illicit	
DB01452	Diamorphine	small molecule	approved|illicit|investigational	Alkaloids|Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Drugs Used in Addictive Disorders|Drugs Used in Opioid Dependence|Morphinans|Morphine Derivatives|Narcotics|Nervous System|Opiate Alkaloids|Opioids|Peripheral Nervous System Agents|Phenanthrenes|Sensory System Agents
DB01453	Beta-hydroxyfentanyl	small molecule	experimental|illicit	
DB01454	Midomafetamine	small molecule	experimental|illicit|investigational	Adrenergic Agents|Adrenergic Uptake Inhibitors|Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Substrates|Ethylamines|Hallucinogens|Membrane Transport Modulators|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Phenethylamines|Psychotropic Drugs|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin 5-HT2 Receptor Agonists|Serotonin Agents|Serotonin Receptor Agonists|Sympathomimetics
DB01455	19-Nor-5-androstenediol	small molecule	experimental|illicit	
DB01456	5-androstenedione	small molecule	experimental|illicit	17-Ketosteroids|Adrenal Cortex Hormones|Androstanes|Androstenes|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Ketosteroids|Steroids|Testosterone Congeners
DB01458	2,5-Dimethoxy-4-(n)-propylthiophenethylamine	small molecule	experimental|illicit	
DB01459	Bezitramide	small molecule	experimental|illicit|withdrawn	Analgesics|Central Nervous System Agents|Diphenylpropylamine Derivatives|Nervous System|Opioids|Peripheral Nervous System Agents|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01460	Diethyltryptamine	small molecule	experimental|illicit	
DB01461	Dimenoxadol	small molecule	experimental|illicit	Acids, Carbocyclic|Diphenylacetic Acids|Hydroxy Acids|Phenylacetates
DB01462	Etonitazene	small molecule	experimental|illicit	
DB01463	Fencamfamine	small molecule	experimental|illicit|withdrawn	Central Nervous System Agents|Central Nervous System Depressants|Central Nervous System Stimulants|Centrally Acting Sympathomimetics|Monoterpenes|Nervous System|Psychoanaleptics|Psychostimulants, Agents Used for Adhd and Nootropics|Psychotropic Drugs|Terpenes|Tranquilizing Agents
DB01464	Furethidine	small molecule	experimental|illicit	
DB01465	2,5-Dimethoxyamphetamine	small molecule	experimental|illicit	Amines|Ethylamines|Phenethylamines
DB01466	Ethylmorphine	small molecule	experimental|illicit	Alkaloids|Analgesics|Antitussive Agents|Central Nervous System Agents|Central Nervous System Depressants|Cough and Cold Preparations|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Morphinans|Morphine Derivatives|Narcotics|Ophthalmologicals|Opiate Alkaloids|Opioids|Opium Alkaloids and Derivatives|Peripheral Nervous System Agents|Phenanthrenes|Respiratory System Agents|Sensory Organs|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01467	2,5-Dimethoxy-4-ethylamphetamine	small molecule	experimental|illicit	Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Ethylamines|Phenethylamines|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Sympathomimetics
DB01468	Ethylmethylthiambutene	small molecule	experimental|illicit	
DB01469	Acetorphine	small molecule	experimental|illicit	
DB01470	α-methylthiofentanyl	small molecule	illicit	
DB01471	Bolasterone	small molecule	experimental|illicit	Anabolic Agents|Androstanes|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01472	4-Methoxyamphetamine	small molecule	experimental|illicit	Adrenergic Agonists|Adrenergic alpha-1 Receptor Agonists|Adrenergic alpha-Agonists|Agents producing tachycardia|Agents that produce hypertension|Amines|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Substrates|Ethylamines|Hallucinogens|Phenethylamines|Psychotropic Drugs
DB01473	Betaprodine	small molecule	experimental|illicit	
DB01474	17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene	small molecule	experimental|illicit	
DB01475	Dioxaphetyl butyrate	small molecule	experimental|illicit	
DB01476	Haloxazolam	small molecule	experimental|illicit	Benzazepines
DB01477	Codeine methylbromide	small molecule	experimental|illicit	
DB01478	Desmethylprodine	small molecule	experimental|illicit	Isonipecotic Acids|Piperidines
DB01479	BA-2664	small molecule	experimental|illicit	
DB01480	Cyprenorphine	small molecule	experimental|illicit	Alkaloids|Opiate Alkaloids|Phenanthrenes
DB01481	1-Testosterone	small molecule	experimental|illicit|investigational	Androstanes|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01482	Fenethylline	small molecule	experimental	Alkaloids|Amines|Central Nervous System Agents|Central Nervous System Stimulants|Centrally Acting Sympathomimetics|Cytochrome P-450 CYP1A2 Substrates|Ethylamines|Nervous System|Phenethylamines|Psychoanaleptics|Psychostimulants, Agents Used for Adhd and Nootropics|Purines|Purinones|Xanthine derivatives
DB01483	Barbital	small molecule	illicit	Anticholinergic Agents|Anticonvulsants|Barbiturates|Barbiturates, Plain|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2C19 Inducers|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 Enzyme Inducers|GABA Agents|GABA Modulators|Hypnotics and Sedatives|Nervous System|Neurotransmitter Agents|Nicotinic Antagonists|Psycholeptics|Pyrimidines|Pyrimidinones
DB01484	4-Bromo-2,5-dimethoxyamphetamine	small molecule	experimental|illicit	Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Central Nervous System Agents|Central Nervous System Depressants|Ethylamines|Hallucinogens|Neurotransmitter Agents|Phenethylamines|Psychotropic Drugs|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin Agents|Serotonin Receptor Agonists|Sympathomimetics
DB01485	4-Hydroxytestosterone	small molecule	experimental|illicit	Androstanes|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01486	Cathine	small molecule	experimental|illicit	Alcohols|Alimentary Tract and Metabolism|Amines|Amino Alcohols|Anti-Obesity Agents|Antiobesity Preparations, Excl. Diet Products|Appetite Depressants|Central Nervous System Agents|Centrally Acting Antiobesity Products|Propanolamines|Propanols
DB01487	Embutramide	small molecule	experimental|illicit	Acids, Carbocyclic|Amines|Aminobenzoates|Ammonium Compounds|Benzene Derivatives|Benzoates|Nitrogen Compounds|Onium Compounds|para-Aminobenzoates|Pharmaceutical Preparations
DB01488	Dimethyltryptamine	small molecule	experimental|illicit	Amines|Biogenic Amines|Biogenic Monoamines|Central Nervous System Agents|Central Nervous System Depressants|Hallucinogens|Indoles|Neurotransmitter Agents|Psychotropic Drugs|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin Agents|Serotonin Receptor Agonists|Tryptamines
DB01489	Camazepam	small molecule	experimental|illicit	Anti-Anxiety Agents|Benzazepines|Benzodiazepines and benzodiazepine derivatives|Benzodiazepinones|Central Nervous System Depressants|Nervous System|Psycholeptics
DB01490	Aminorex	small molecule	experimental|illicit	Oxazoles
DB01491	Dipipanone	small molecule	experimental|illicit	Ketones
